user_id,variation
7,control
5509,treatment
4558,treatment
269,treatment
6495,control
9209,control
6692,treatment
8489,control
4248,control
5535,treatment
7060,treatment
1784,control
6453,control
7651,treatment
3842,control
6866,control
3458,control
1143,control
2447,treatment
1019,control
3027,control
7526,control
7259,control
2032,treatment
6863,control
3399,control
4487,control
4541,control
1740,treatment
1058,control
1845,treatment
2181,treatment
5808,control
3280,control
88,control
1701,treatment
4629,treatment
277,control
3890,treatment
2508,control
5391,treatment
4618,control
2928,treatment
1604,control
6909,treatment
7842,control
3320,control
8828,control
7870,control
5504,control
701,treatment
3971,treatment
787,control
7268,control
7267,control
3938,control
1920,control
5530,treatment
6233,control
8852,treatment
5090,treatment
8589,treatment
9539,treatment
2011,treatment
1375,treatment
8459,control
913,treatment
6977,control
9551,control
5487,control
9892,control
5671,control
6834,control
4943,treatment
3102,control
7475,treatment
2747,treatment
4848,control
4567,treatment
9175,treatment
9277,treatment
5026,treatment
2310,control
191,treatment
1232,treatment
5109,control
7859,control
9412,treatment
371,treatment
9839,treatment
7848,treatment
6727,control
4080,treatment
8378,treatment
4861,control
9497,control
96,control
3606,control
3186,control
4966,treatment
7322,treatment
8271,treatment
5604,treatment
6392,treatment
578,treatment
6102,treatment
170,treatment
3225,treatment
4438,control
7810,control
5566,treatment
5839,control
3369,treatment
921,control
5319,control
996,control
1393,control
7980,control
1647,treatment
3783,control
9722,control
3639,control
6048,treatment
1272,treatment
5816,control
9366,treatment
2362,control
2211,control
2269,treatment
9707,treatment
6841,control
9672,treatment
3684,treatment
2733,control
9585,treatment
5378,control
9291,control
9430,treatment
687,control
9710,treatment
6202,control
3898,treatment
1179,treatment
9020,treatment
9156,treatment
3331,control
1170,control
1248,treatment
6183,control
5971,control
8887,control
8300,control
619,control
9593,treatment
6805,treatment
1206,treatment
3967,control
3637,control
8098,control
3241,control
8517,control
4513,treatment
5354,control
5324,treatment
1949,treatment
3396,treatment
3380,treatment
9513,treatment
3789,control
886,treatment
8833,control
8823,control
8480,control
1989,treatment
4588,control
4769,treatment
1466,control
2782,treatment
8571,control
2065,control
5313,treatment
9920,treatment
102,control
7114,control
8716,control
3487,treatment
9820,treatment
8135,control
7395,control
7024,treatment
1857,control
4678,treatment
8280,control
6261,control
1934,treatment
7544,treatment
670,control
3889,control
6846,treatment
4894,control
5519,treatment
2707,control
7722,treatment
3554,treatment
8563,treatment
8778,treatment
2228,treatment
589,treatment
2692,treatment
1623,control
5954,control
3893,treatment
6337,treatment
777,control
1,control
6585,control
5255,treatment
4177,treatment
2246,control
6294,control
6267,treatment
1667,treatment
2059,treatment
6482,treatment
8204,treatment
1075,treatment
5273,treatment
4917,control
4358,control
7845,treatment
5911,treatment
9150,control
6168,control
9280,treatment
9698,treatment
2705,treatment
9024,control
5314,control
1469,control
4949,treatment
9523,treatment
4791,treatment
7050,control
4380,control
4075,control
6249,treatment
5743,treatment
63,treatment
2191,control
6923,control
7440,treatment
4793,treatment
9437,control
403,treatment
1889,control
9538,control
623,treatment
8548,treatment
2103,control
4119,treatment
1884,treatment
6257,treatment
6380,control
8019,control
4624,treatment
1909,control
5624,treatment
5788,treatment
6223,control
8641,treatment
6172,treatment
326,treatment
3968,control
2350,control
7058,control
696,treatment
3483,control
3257,control
6822,treatment
2443,control
7253,treatment
1769,control
322,treatment
8064,control
2161,control
6513,control
9453,control
1032,treatment
251,treatment
7574,control
5307,control
3571,control
2025,treatment
7365,treatment
2057,treatment
1706,treatment
1687,treatment
2169,treatment
5346,treatment
9725,control
9879,treatment
6984,control
565,treatment
4701,control
7551,control
5301,control
6833,control
6199,control
2814,control
9758,control
4685,control
5799,control
4288,treatment
6112,treatment
6926,treatment
7011,control
9933,treatment
2060,control
7484,treatment
8925,treatment
7135,control
4254,treatment
1697,control
8168,control
7414,control
3761,treatment
8304,control
7709,treatment
1570,treatment
3706,treatment
7304,control
7801,control
3557,control
5915,treatment
7973,control
900,control
9602,control
6363,control
7598,treatment
9718,control
5680,control
9516,control
5821,treatment
4762,control
5411,treatment
9900,control
3915,treatment
4035,control
9334,control
7171,control
4512,control
357,control
8000,treatment
7229,treatment
2684,treatment
9253,control
7723,control
1356,treatment
8389,treatment
7228,control
2140,control
1855,treatment
6308,control
2581,control
387,treatment
2876,treatment
4858,control
3649,control
348,control
6995,control
8774,treatment
5476,control
4724,control
9601,control
4419,treatment
6250,control
6429,treatment
2499,control
916,control
8328,control
8285,control
1871,treatment
4983,control
7175,treatment
1392,control
4302,treatment
5506,control
9077,treatment
9269,treatment
3604,treatment
5283,treatment
790,control
5653,treatment
5094,treatment
4485,treatment
1079,control
7255,control
9930,control
6090,control
7755,control
2813,control
9888,treatment
9048,treatment
5326,treatment
77,treatment
2242,treatment
9333,treatment
8740,control
8768,treatment
4933,treatment
3183,treatment
7348,control
8933,control
1059,treatment
9335,treatment
9746,treatment
3830,control
6787,treatment
1981,control
1913,control
2937,treatment
9748,control
3819,control
6707,treatment
7245,control
3652,control
9094,control
7446,treatment
9466,treatment
9407,treatment
3465,treatment
9854,treatment
8255,control
7758,treatment
4361,control
2507,control
4999,control
6878,control
2401,control
7918,treatment
6314,control
8894,control
1615,treatment
2589,treatment
8836,treatment
9478,control
5827,control
1281,control
1547,control
1320,treatment
8473,control
6304,treatment
2332,control
7601,treatment
3038,treatment
8988,control
8897,treatment
6290,treatment
6360,treatment
6507,treatment
1449,control
6795,treatment
7318,treatment
3327,control
6301,treatment
8468,control
3673,treatment
9882,control
2121,treatment
8438,control
819,control
9163,treatment
1917,control
4906,control
22,control
3277,treatment
9639,control
6552,control
7775,treatment
2896,control
9787,control
2106,control
6941,control
8388,treatment
7039,treatment
7205,control
70,treatment
1461,control
1265,control
3832,treatment
7941,control
1976,treatment
9076,control
4405,control
5537,control
7160,treatment
9780,control
3636,treatment
8458,control
5438,treatment
1363,control
4582,control
9284,treatment
1414,control
7542,treatment
1579,control
5603,control
8037,treatment
2649,control
8928,treatment
3251,control
9490,treatment
9916,control
4757,treatment
2645,treatment
6928,control
3937,control
1529,control
6346,treatment
1738,treatment
9390,treatment
8196,treatment
7392,treatment
6827,control
4660,control
5994,treatment
9981,treatment
2576,control
717,control
5825,control
402,control
4945,treatment
2673,control
4488,treatment
644,control
7031,control
8622,treatment
629,treatment
4625,treatment
3191,treatment
1377,control
7816,control
1148,treatment
6398,control
993,control
8685,treatment
5856,treatment
3559,treatment
9413,treatment
5139,control
5350,treatment
3181,control
911,treatment
9841,treatment
6778,control
7887,treatment
8905,treatment
7508,control
8122,control
3917,control
2066,treatment
2683,control
4856,treatment
2502,treatment
1819,control
1916,treatment
4427,treatment
6134,treatment
1409,treatment
2365,control
2610,treatment
4573,control
6809,control
1944,treatment
5614,treatment
9984,treatment
4319,treatment
3130,control
3008,control
9310,treatment
2268,control
7882,treatment
4131,control
595,treatment
1504,treatment
7066,control
6163,treatment
8207,treatment
5471,control
3194,treatment
6215,control
16,control
5677,treatment
5802,treatment
3170,control
7637,control
557,treatment
5298,treatment
5086,control
3776,treatment
4535,treatment
2156,treatment
1030,control
600,treatment
9844,control
6777,treatment
6067,control
2690,treatment
6983,control
9356,treatment
4641,control
3623,treatment
8192,treatment
9099,treatment
2915,control
1217,treatment
4183,control
8107,treatment
2744,control
6485,treatment
2200,treatment
7250,control
3790,treatment
7563,treatment
5098,treatment
9039,treatment
4506,control
5685,control
7867,control
7428,treatment
1630,control
312,treatment
5835,control
6328,treatment
490,treatment
8871,control
3418,control
7701,treatment
430,treatment
7337,treatment
3985,control
5394,control
7367,treatment
4854,treatment
6256,treatment
2291,treatment
153,control
9331,control
2107,treatment
8047,treatment
9321,control
4520,control
4720,treatment
3124,control
1969,control
4147,treatment
758,control
5262,treatment
8801,control
4909,control
5876,control
103,treatment
5036,control
2819,control
4327,treatment
8485,control
7314,control
5985,control
5861,treatment
339,treatment
2167,control
4406,treatment
2875,control
6182,treatment
2607,control
3096,treatment
2394,treatment
6999,treatment
8967,control
5874,treatment
9908,control
7609,treatment
2516,control
9032,control
9246,control
7591,control
4231,control
4135,treatment
9906,treatment
3032,control
2605,control
729,control
713,treatment
2186,control
3672,control
2302,treatment
553,control
3700,control
3552,treatment
238,control
1116,treatment
7797,treatment
4590,treatment
4865,treatment
6076,treatment
559,treatment
2658,control
9313,control
8577,control
7924,treatment
2749,control
1039,control
1803,treatment
2166,treatment
5445,treatment
2947,treatment
1991,control
4079,treatment
5189,control
5245,control
880,treatment
6149,control
2812,treatment
2694,treatment
1370,control
7654,control
973,treatment
3895,control
8585,control
6736,control
9107,control
3745,treatment
5434,treatment
3841,control
3884,treatment
5214,control
4670,treatment
4598,control
6111,treatment
8484,control
7650,treatment
1606,treatment
850,control
6041,treatment
5990,control
2864,control
325,treatment
6814,treatment
8915,control
808,control
3444,treatment
6728,control
3834,treatment
8978,treatment
9220,control
8452,control
3351,control
1558,control
3328,treatment
7354,treatment
6666,control
7558,control
1852,control
672,treatment
5737,control
9809,treatment
8821,treatment
425,control
3679,treatment
4413,control
8061,treatment
4179,treatment
104,control
7662,treatment
3902,control
2839,control
6414,treatment
5345,control
9592,treatment
9456,control
7034,control
4818,control
6093,treatment
8293,treatment
9391,treatment
9282,control
2527,treatment
1401,treatment
9807,control
9002,treatment
1676,control
107,control
2096,treatment
2009,treatment
9817,treatment
9479,control
356,control
189,control
7288,treatment
3375,control
8775,control
4262,control
9465,control
2872,treatment
6905,control
9671,control
3318,treatment
8461,treatment
6857,treatment
8581,control
5702,treatment
4222,control
9496,control
7470,control
8771,treatment
194,control
2532,treatment
52,treatment
2006,treatment
4991,control
6176,treatment
4117,treatment
5766,control
3666,control
9893,treatment
9512,control
3746,control
6970,treatment
2869,control
2215,treatment
2233,control
2083,control
1732,treatment
3238,treatment
1772,treatment
8953,control
9011,treatment
8658,treatment
7108,treatment
2663,treatment
482,treatment
8116,control
4788,treatment
8032,treatment
5122,control
5558,control
184,control
2319,treatment
4876,treatment
9102,treatment
259,control
3031,control
7456,control
4977,control
4569,control
7847,treatment
5930,treatment
4822,treatment
4221,treatment
2480,control
5786,treatment
1690,control
9071,treatment
7689,treatment
6738,treatment
8326,control
468,control
587,treatment
6576,control
4580,treatment
9083,control
4370,control
1331,treatment
657,treatment
2584,treatment
8789,control
2817,control
5923,control
6324,treatment
6272,control
9073,control
7227,control
3350,treatment
4751,treatment
3785,treatment
1271,control
6421,treatment
9983,control
5595,treatment
2843,treatment
2702,control
3466,control
4698,treatment
8503,control
8960,treatment
1478,treatment
4798,treatment
4683,control
5200,control
5791,treatment
4199,treatment
7716,control
6635,control
7240,treatment
1907,treatment
4880,treatment
398,treatment
936,treatment
5495,treatment
8497,control
3779,treatment
3899,treatment
7641,control
530,control
7732,treatment
748,control
9167,treatment
6177,treatment
9145,treatment
346,treatment
5082,treatment
2139,treatment
5516,control
4926,control
7310,control
8781,treatment
3922,control
208,control
7466,treatment
4340,treatment
1725,control
5978,treatment
1464,control
4038,control
25,control
9855,treatment
7762,treatment
9473,treatment
2359,treatment
3307,control
5275,control
7404,treatment
8110,control
6445,treatment
5136,control
5611,control
1222,control
7706,treatment
1713,treatment
3907,control
2556,control
7326,control
7043,treatment
6422,control
9305,control
1620,treatment
6636,control
7916,control
6244,control
5700,control
1634,control
8750,control
9630,treatment
861,treatment
4702,treatment
7085,control
6055,control
8213,treatment
7772,treatment
3049,treatment
9303,control
267,control
1523,treatment
5899,control
8545,treatment
5717,treatment
2004,control
19,control
6169,control
6104,treatment
8334,treatment
4059,control
4376,control
1198,treatment
6770,control
979,control
9770,control
2367,treatment
2980,control
6458,treatment
814,treatment
8984,control
1957,treatment
860,control
4106,treatment
354,treatment
753,treatment
5158,treatment
3207,treatment
1404,treatment
2865,control
4012,treatment
6110,treatment
1015,treatment
5165,control
1959,control
540,treatment
6703,treatment
7349,treatment
542,control
3844,control
6171,treatment
9760,control
2889,treatment
4271,control
9561,control
5488,control
3243,treatment
789,treatment
1503,control
7564,treatment
9713,control
3508,treatment
6097,treatment
6840,control
5174,treatment
7825,treatment
5172,treatment
3182,treatment
6121,treatment
1762,treatment
2602,treatment
5095,control
4663,control
5070,control
832,control
9270,control
3212,control
4206,control
5895,treatment
9148,treatment
5712,control
3993,treatment
5303,treatment
1540,control
4188,control
5531,control
6388,control
5757,treatment
2360,treatment
8208,treatment
533,control
9091,treatment
7738,treatment
6804,treatment
3343,treatment
7143,treatment
1581,treatment
9973,treatment
2696,control
7210,control
4034,treatment
6072,treatment
879,control
6348,control
8719,treatment
3455,control
2780,treatment
4544,control
6179,control
1112,treatment
3446,control
2335,control
129,treatment
6394,control
7783,treatment
7341,control
1851,control
5553,treatment
1925,control
8567,control
1164,treatment
1169,treatment
6213,control
509,control
9886,treatment
4230,treatment
7748,treatment
2642,treatment
6890,treatment
9706,control
9428,treatment
8540,control
7505,treatment
2256,treatment
5801,treatment
8639,treatment
2194,control
28,treatment
700,control
3596,treatment
4070,control
625,treatment
248,control
7969,treatment
6701,treatment
8782,treatment
6357,treatment
2494,control
4809,treatment
6420,control
1577,treatment
1598,control
8523,treatment
5457,control
7144,control
10,treatment
9645,control
5771,control
3524,control
5953,control
2005,treatment
8651,control
3247,treatment
1839,treatment
5635,control
4910,treatment
4153,control
8661,treatment
6581,control
1338,treatment
1564,control
6937,control
173,control
5073,treatment
437,control
8937,treatment
6811,control
4920,treatment
7914,control
2651,treatment
6828,control
9447,treatment
7289,control
5385,control
2982,treatment
1094,control
1005,treatment
7186,control
2015,treatment
8734,treatment
2714,treatment
5781,treatment
510,treatment
7983,control
475,control
3811,control
4227,control
4774,control
3590,treatment
9929,control
4048,control
8739,control
4151,control
9480,control
551,control
1308,control
2143,control
5141,control
5415,treatment
5021,control
5601,treatment
9376,treatment
3386,control
38,control
2426,control
5510,control
5207,control
6720,control
9365,treatment
2398,control
7285,treatment
49,treatment
1244,treatment
654,control
4840,treatment
6982,control
5379,treatment
1827,control
667,control
5944,control
7853,control
9030,control
2943,control
5096,treatment
5937,control
6038,control
4965,treatment
1241,treatment
5193,treatment
1353,treatment
621,treatment
5264,treatment
8114,control
1712,control
3956,treatment
3671,control
2756,control
3017,control
9966,control
3269,treatment
9235,treatment
5372,control
5934,treatment
1873,treatment
1407,treatment
3686,control
8295,treatment
292,treatment
9346,treatment
8219,control
9604,control
2604,treatment
4883,treatment
9132,control
7831,treatment
2930,treatment
8407,treatment
6594,treatment
4068,control
8493,treatment
2976,control
5052,control
3514,treatment
4447,control
2322,control
1568,control
8471,treatment
9324,control
8160,control
842,treatment
5620,control
1595,control
6323,treatment
1978,treatment
7371,treatment
4299,treatment
8596,control
6849,treatment
5549,control
6920,control
6911,control
44,control
609,treatment
1283,treatment
7493,treatment
8877,treatment
7596,control
839,control
2519,treatment
1046,control
1906,treatment
2666,treatment
5754,treatment
4594,control
3918,control
3259,treatment
181,treatment
9450,treatment
1862,control
7100,control
9777,treatment
658,control
5910,treatment
7343,treatment
1293,control
1463,control
3412,control
1696,treatment
698,treatment
1919,treatment
8482,treatment
9528,control
3180,control
7270,control
6253,control
8696,control
400,control
9084,control
5901,treatment
5912,treatment
4911,control
6545,control
355,treatment
3913,treatment
6327,control
7926,control
567,treatment
8022,control
6266,control
469,treatment
615,control
2290,control
3064,treatment
1495,treatment
4458,treatment
1929,control
2189,control
7247,treatment
586,treatment
7105,control
7592,treatment
6062,treatment
1582,control
5716,treatment
1881,treatment
3969,treatment
324,treatment
8666,treatment
8831,treatment
6843,treatment
4026,treatment
6724,control
5518,control
3275,treatment
9955,control
7020,treatment
8620,treatment
779,treatment
6060,treatment
583,control
6228,control
4111,control
8490,treatment
8688,control
8396,control
5541,treatment
1101,control
3702,control
9797,treatment
7284,treatment
3849,treatment
9808,control
8764,treatment
9017,treatment
6784,treatment
8911,control
7919,treatment
6502,treatment
4085,treatment
6904,control
9709,treatment
5296,treatment
2613,treatment
5075,control
5806,control
975,treatment
6541,treatment
3278,control
5057,treatment
3681,treatment
2237,treatment
4538,control
212,control
162,control
9969,control
3471,control
6441,control
3139,control
1234,treatment
1865,treatment
1662,control
7692,control
2294,control
7040,control
3391,control
2832,treatment
6516,treatment
602,control
7263,treatment
2989,treatment
4789,control
8356,treatment
9884,control
1836,control
1683,treatment
9169,treatment
6767,control
4845,treatment
6742,control
1237,treatment
5958,treatment
1182,treatment
4084,control
9410,treatment
7989,treatment
8996,treatment
5734,treatment
545,treatment
1998,treatment
4824,control
7523,treatment
1793,control
5862,control
7230,treatment
9312,treatment
6862,control
2742,control
97,treatment
23,treatment
8679,treatment
309,treatment
8284,treatment
2891,treatment
3992,control
79,control
7044,control
6740,treatment
6288,control
8083,treatment
1448,control
5461,control
467,control
1797,treatment
4831,treatment
7703,treatment
2115,control
9678,treatment
8185,control
9472,control
4651,treatment
1584,control
6259,control
6617,control
4467,treatment
7123,treatment
4357,treatment
6302,treatment
9197,treatment
8521,treatment
8209,control
9956,control
2568,treatment
5410,control
2521,treatment
6094,control
2704,treatment
5764,control
3908,treatment
5005,control
7726,control
1810,treatment
3136,control
8650,treatment
4191,treatment
8792,control
8115,treatment
5265,treatment
2867,treatment
8824,control
4334,treatment
1455,treatment
3653,treatment
5246,treatment
641,treatment
8600,control
8138,treatment
1460,treatment
9005,treatment
3072,control
7335,control
206,control
3149,treatment
6919,control
2473,treatment
5732,treatment
7742,treatment
8136,control
9294,treatment
7619,treatment
4211,control
1080,control
6405,treatment
1415,treatment
166,treatment
1231,treatment
1177,control
1806,control
8590,treatment
1847,control
6439,treatment
2431,treatment
3632,control
1639,control
9287,treatment
2503,control
5422,control
1792,treatment
3448,control
9031,control
126,treatment
3109,control
1939,treatment
2758,control
4586,control
7315,treatment
8580,treatment
3062,treatment
9541,treatment
3291,treatment
9880,control
8557,treatment
4741,control
2624,control
9425,control
3022,control
8875,control
3678,treatment
9553,treatment
9043,control
5076,treatment
2104,control
8338,treatment
335,treatment
8986,treatment
8633,control
6622,treatment
3951,treatment
6735,treatment
1813,treatment
5775,treatment
3373,control
3293,control
8261,control
8408,treatment
3581,treatment
217,treatment
3625,control
6732,treatment
7313,treatment
2802,control
8635,treatment
4936,treatment
2020,control
981,treatment
8749,control
3555,treatment
3176,control
3794,treatment
2551,treatment
5195,control
5605,treatment
9418,treatment
5129,control
8257,treatment
7097,control
5914,treatment
8072,treatment
9327,treatment
4960,treatment
9662,treatment
6725,treatment
6275,treatment
8421,control
8815,control
8039,control
995,control
2213,treatment
9990,control
2206,treatment
2671,control
1227,control
3614,treatment
9898,control
1327,treatment
6972,treatment
8399,treatment
9517,control
6455,treatment
2718,control
1023,treatment
6580,control
4335,treatment
4555,control
3981,control
6056,treatment
1052,treatment
2712,control
6273,control
3442,control
2441,control
8958,control
5217,control
5131,treatment
5905,control
3624,control
9124,control
6689,control
9739,treatment
1699,treatment
4090,treatment
2090,treatment
4696,treatment
4270,treatment
6901,control
5162,control
9105,treatment
2112,treatment
9869,control
1549,control
2035,control
791,treatment
7568,control
2147,control
6608,treatment
8862,treatment
5602,treatment
6673,treatment
8550,control
3886,treatment
9511,control
337,control
5444,control
5446,treatment
6212,treatment
3073,treatment
8654,control
2680,treatment
7099,treatment
6350,treatment
2751,treatment
5909,control
1246,control
3357,treatment
1522,control
781,control
363,control
210,control
951,control
876,treatment
5171,control
4715,control
5287,treatment
3491,treatment
4673,control
4192,treatment
7231,control
8525,control
343,control
2743,treatment
5567,treatment
664,control
1286,treatment
3285,treatment
6037,control
7700,treatment
31,treatment
9059,treatment
7718,treatment
3438,control
3383,treatment
241,control
9006,treatment
9251,control
6578,control
3736,treatment
9103,control
2983,treatment
2969,control
3224,control
9994,control
8274,treatment
3248,control
9380,treatment
3303,treatment
873,control
7744,control
1474,control
893,control
4539,control
741,treatment
9041,treatment
3127,treatment
424,control
1447,treatment
4259,control
5208,control
446,control
3295,treatment
864,control
7093,treatment
1638,treatment
3765,treatment
7488,treatment
4449,control
7279,control
1131,treatment
9461,treatment
6026,control
6089,treatment
6683,control
2349,treatment
6007,control
8943,control
5622,control
5382,control
5871,control
5030,control
4896,control
9509,treatment
2768,treatment
1489,control
869,treatment
8987,control
1367,treatment
5291,treatment
5997,treatment
6969,control
1167,control
4903,control
1914,treatment
5646,control
8442,control
8359,control
3276,control
3607,control
7038,treatment
1930,treatment
6359,treatment
6180,treatment
5877,treatment
3270,control
9281,control
6996,treatment
367,treatment
8425,control
2599,treatment
1017,control
5931,control
6895,treatment
2892,treatment
9231,control
7477,treatment
8041,control
1915,control
1336,control
4425,treatment
7407,control
8529,control
9913,control
2171,treatment
2841,treatment
3892,treatment
7119,control
3313,treatment
3781,treatment
6061,control
7739,treatment
7041,control
7625,treatment
9462,treatment
3741,treatment
2629,control
1686,control
4947,treatment
3856,treatment
5206,control
4397,treatment
6196,treatment
4923,treatment
9146,treatment
7602,treatment
4347,treatment
276,treatment
3061,control
8423,treatment
9721,control
5384,treatment
1065,control
4423,control
7866,control
4471,treatment
7960,treatment
225,control
3262,control
669,control
6236,control
3840,treatment
2791,treatment
2151,control
3953,treatment
2921,control
582,control
3824,control
6497,treatment
6316,treatment
1344,control
7339,treatment
478,treatment
9700,control
3674,treatment
6436,treatment
676,treatment
1775,treatment
7545,treatment
7448,control
5689,control
2731,treatment
3115,control
7713,control
2836,control
1335,treatment
8232,control
631,control
4688,treatment
7791,treatment
9693,treatment
2675,control
2466,control
1208,control
5023,treatment
4805,treatment
4065,treatment
5441,control
6066,control
3457,treatment
2468,treatment
933,treatment
1342,treatment
1891,treatment
532,control
8562,control
9341,treatment
201,treatment
9417,treatment
1313,control
5842,treatment
5889,control
5356,control
1183,treatment
8159,treatment
9519,treatment
4869,control
8890,control
783,control
39,treatment
2130,control
9044,control
2409,treatment
1254,treatment
4431,treatment
230,control
9416,control
3797,control
9624,control
1073,control
3006,control
488,treatment
4801,control
8430,treatment
9771,treatment
4194,treatment
2903,treatment
7023,treatment
6888,control
1637,treatment
3450,treatment
9202,treatment
6837,control
3385,treatment
585,control
9436,control
4036,treatment
7052,treatment
1767,treatment
1932,control
6892,treatment
9299,control
5851,control
5745,control
9937,treatment
3533,treatment
2436,control
888,control
3947,control
6950,control
7704,control
7125,control
7898,treatment
3735,treatment
3591,treatment
8979,treatment
2922,control
5703,control
471,treatment
2738,control
3199,treatment
573,treatment
5058,control
9831,control
887,treatment
4372,treatment
6604,control
7502,treatment
6940,control
8176,treatment
4603,treatment
980,control
945,control
3145,control
7759,control
6279,treatment
3768,treatment
5989,treatment
6597,treatment
486,treatment
8674,control
4175,control
846,control
8660,control
6880,treatment
9699,control
6015,control
6059,control
8720,control
1805,control
6075,control
3975,control
8721,treatment
4814,control
1828,control
8077,treatment
7999,control
7536,control
7162,treatment
8989,control
8332,treatment
1515,treatment
3063,control
8891,control
7048,treatment
6936,control
3000,treatment
4395,treatment
3788,control
9623,control
7458,treatment
7668,treatment
2748,treatment
5320,control
7317,treatment
3553,control
8448,treatment
1089,treatment
378,control
113,treatment
3164,treatment
4213,control
438,treatment
5606,control
2788,control
6479,control
2210,treatment
7495,treatment
7812,treatment
1306,control
5666,control
6385,treatment
9666,control
3763,treatment
4722,treatment
2698,treatment
575,control
7057,control
8331,treatment
5571,treatment
2095,control
917,control
1487,control
7280,control
1911,control
3696,control
841,control
3222,treatment
3464,control
5398,control
6605,treatment
3613,control
2334,control
8724,control
2234,control
688,treatment
1051,control
4767,control
1559,treatment
3513,treatment
1535,control
9362,control
7460,control
4704,treatment
3538,treatment
2485,control
6147,treatment
984,control
800,treatment
712,treatment
4783,control
6563,control
1433,treatment
7768,control
9775,control
8199,control
2874,treatment
3223,treatment
3323,treatment
3753,treatment
1140,control
7735,control
3688,control
3660,treatment
9723,treatment
6239,treatment
1204,control
1225,control
1492,treatment
2050,treatment
8728,treatment
6019,control
429,control
43,treatment
4253,treatment
4044,treatment
1958,treatment
4908,control
5868,control
637,control
1452,control
3493,control
57,treatment
8786,control
930,control
7438,treatment
3020,control
9845,treatment
8127,control
7352,treatment
7595,control
4699,treatment
3407,treatment
6326,control
1459,control
3217,treatment
606,control
3833,control
1209,control
2522,treatment
7826,treatment
2033,control
2351,treatment
5409,control
6028,control
1935,control
5625,treatment
7030,control
4454,control
1527,control
1704,treatment
1266,treatment
3603,treatment
4236,treatment
8474,treatment
4785,treatment
8731,control
9279,treatment
9802,treatment
2962,control
8822,control
3617,treatment
2478,control
3197,control
5769,control
6238,treatment
2495,treatment
1670,control
2823,control
715,control
7636,treatment
6611,treatment
772,control
4686,control
7876,control
9728,control
6078,control
1942,treatment
2746,control
2423,control
8393,control
6459,control
7539,control
3242,treatment
9081,control
3628,control
2728,treatment
1632,control
121,control
1546,treatment
190,control
6035,treatment
5386,control
6345,treatment
854,control
1990,control
7815,control
9825,treatment
4938,treatment
7861,control
6590,control
6150,control
264,control
7823,control
4889,treatment
4132,control
7840,control
1597,treatment
9685,treatment
4233,control
9803,treatment
1334,control
6024,treatment
5674,treatment
7311,control
9675,treatment
8311,treatment
1537,control
1877,treatment
2321,treatment
6040,control
1347,control
5433,treatment
2716,control
7191,control
1722,control
822,treatment
2325,treatment
2830,treatment
1992,control
594,control
2926,control
9195,control
9702,control
3414,control
9037,control
7714,treatment
3978,control
4604,control
7534,control
2238,control
8518,treatment
1680,control
1876,treatment
9799,treatment
9599,treatment
4612,treatment
329,treatment
1994,treatment
5918,treatment
8068,control
5582,treatment
2566,treatment
7708,control
5665,treatment
6873,treatment
4309,treatment
7516,control
457,control
7833,control
9289,treatment
2767,treatment
2509,control
3501,treatment
4217,control
7137,control
2471,treatment
7911,control
5333,control
7590,treatment
7167,control
6620,treatment
7406,control
6723,control
9664,treatment
956,treatment
1743,treatment
554,treatment
300,control
4009,treatment
2008,treatment
9734,treatment
947,treatment
6794,treatment
9610,treatment
8695,treatment
1576,control
5881,treatment
3598,treatment
2670,control
9737,treatment
745,treatment
3651,control
1240,treatment
9812,treatment
2635,control
8375,treatment
1867,control
1749,control
8621,control
7424,treatment
4669,treatment
4671,control
5263,treatment
8276,control
4115,treatment
2950,control
6854,control
1501,control
9597,treatment
4033,control
8613,treatment
1744,treatment
4202,control
8140,treatment
1099,treatment
8011,treatment
426,treatment
5928,control
7182,control
9636,control
6690,treatment
550,control
1257,control
9704,treatment
5773,treatment
835,control
969,control
8254,control
2855,treatment
6042,control
8575,control
9679,control
4459,treatment
8757,treatment
9647,treatment
1895,treatment
4495,control
6989,control
7244,control
6446,control
3165,treatment
8380,treatment
1197,treatment
9727,control
4157,control
5479,control
8942,control
5475,control
5900,control
633,treatment
8450,control
2807,treatment
5147,control
4278,control
9158,treatment
7109,control
3146,control
3377,treatment
4508,treatment
8447,treatment
9595,treatment
5242,treatment
2611,treatment
6646,control
5587,control
5545,control
1042,treatment
7880,treatment
6146,treatment
4287,treatment
8221,treatment
3288,control
3685,control
6658,treatment
9938,treatment
568,treatment
3743,treatment
6493,control
9641,treatment
5812,control
3192,control
2078,treatment
5044,treatment
336,control
3855,treatment
5412,treatment
328,treatment
6501,control
1394,treatment
7570,control
417,control
7948,control
1513,control
9589,control
6264,control
6949,treatment
5478,treatment
4150,treatment
8559,control
3944,control
1485,treatment
5397,control
8240,control
4646,treatment
3267,treatment
9498,treatment
4648,control
1986,treatment
4732,control
2463,control
4279,treatment
6990,treatment
8543,control
5011,control
935,treatment
5844,treatment
3520,control
5780,treatment
5512,control
448,treatment
7134,control
9343,treatment
4159,treatment
4232,control
9075,treatment
8117,treatment
1050,treatment
6886,treatment
6768,control
843,treatment
8689,control
5365,treatment
7202,treatment
6831,treatment
9283,treatment
6903,treatment
8837,treatment
8816,treatment
3880,control
7412,treatment
3751,control
222,control
6851,treatment
5838,control
8944,treatment
3228,control
7054,treatment
4354,treatment
702,control
1369,control
4114,treatment
6561,treatment
4666,control
